,image_id,Eye_PL,Eye_CL,Hat_PL,Hat_CL
156,000157.jpg,0,0,0,0
157,000158.jpg,0,0,0,0
158,000159.jpg,0,0,0,0
159,000160.jpg,0,0,0,0
160,000161.jpg,0,0,0,0
161,000162.jpg,0,0,0,0
162,000163.jpg,0,0,0,0
163,000164.jpg,0,0,0,0
164,000165.jpg,0,0,0,0
165,000166.jpg,0,0,1,1
166,000167.jpg,0,0,1,0
167,000168.jpg,0,0,0,0
168,000169.jpg,0,0,1,0
169,000170.jpg,0,0,0,0
170,000171.jpg,0,0,0,0
171,000172.jpg,0,0,0,0
172,000173.jpg,0,0,0,0
173,000174.jpg,0,0,0,0
174,000175.jpg,0,0,0,0
175,000176.jpg,0,0,0,0
176,000177.jpg,0,0,0,0
177,000178.jpg,0,0,0,0
178,000179.jpg,0,0,0,0
179,000180.jpg,0,0,0,0
180,000181.jpg,0,0,0,0
181,000182.jpg,0,0,0,0
182,000183.jpg,0,0,0,0
183,000184.jpg,0,0,0,0
184,000185.jpg,0,0,0,0
185,000186.jpg,0,0,0,0
186,000187.jpg,0,0,0,0
187,000188.jpg,1,1,0,0
188,000189.jpg,0,1,0,0
189,000190.jpg,0,0,0,0
190,000191.jpg,0,0,0,0
191,000192.jpg,0,0,0,0
192,000193.jpg,0,1,0,0
193,000194.jpg,0,0,0,0
194,000195.jpg,1,0,1,1
195,000196.jpg,0,0,1,1
196,000197.jpg,0,0,0,0
197,000198.jpg,0,0,0,0
198,000199.jpg,1,0,1,1
199,000200.jpg,0,0,0,0
200,000201.jpg,0,0,0,0
201,000202.jpg,1,1,0,0
202,000203.jpg,0,0,0,0
203,000204.jpg,0,0,0,0
204,000205.jpg,0,0,0,0
205,000206.jpg,0,0,0,0
206,000207.jpg,0,0,0,0
207,000208.jpg,0,0,1,0
208,000209.jpg,0,0,0,0
209,000210.jpg,0,0,1,1
210,000211.jpg,0,0,0,0
211,000212.jpg,0,0,0,0
212,000213.jpg,0,0,0,0
213,000214.jpg,0,0,0,0
214,000215.jpg,0,0,0,0
215,000216.jpg,0,0,0,0
216,000217.jpg,0,0,0,0
217,000218.jpg,0,0,0,0
218,000219.jpg,0,0,0,0
219,000220.jpg,0,0,1,0
220,000221.jpg,0,0,0,0
221,000222.jpg,0,0,0,0
222,000223.jpg,0,0,0,0
223,000224.jpg,0,0,0,0
224,000225.jpg,0,0,0,0
225,000226.jpg,0,0,0,0
226,000227.jpg,0,0,0,0
227,000228.jpg,0,0,0,0
228,000229.jpg,1,1,0,0
229,000230.jpg,0,0,0,0
230,000231.jpg,0,0,0,0
231,000232.jpg,0,0,0,0
232,000233.jpg,1,0,0,0
233,000234.jpg,1,1,0,0
234,000235.jpg,0,0,0,0
235,000236.jpg,0,0,0,0
236,000237.jpg,1,1,0,0
237,000238.jpg,0,0,0,0
238,000239.jpg,0,0,0,0
239,000240.jpg,0,0,0,0
240,000241.jpg,0,0,0,0
241,000242.jpg,0,0,1,0
242,000243.jpg,0,0,1,1
243,000244.jpg,0,0,0,0
244,000245.jpg,0,0,0,0
245,000246.jpg,0,0,0,0
246,000247.jpg,0,0,0,0
247,000248.jpg,0,0,0,0
248,000249.jpg,0,0,0,0
249,000250.jpg,0,0,0,0
250,000251.jpg,0,0,0,0
251,000252.jpg,0,0,0,0
252,000253.jpg,0,0,0,0
253,000254.jpg,0,0,0,0
254,000255.jpg,0,0,0,0
255,000256.jpg,0,0,0,0
256,000257.jpg,0,0,0,0
257,000258.jpg,0,0,0,0
258,000259.jpg,0,0,0,0
259,000260.jpg,0,0,0,0
260,000261.jpg,0,0,0,0
261,000262.jpg,0,0,0,0
262,000263.jpg,0,0,0,0
263,000264.jpg,1,1,0,0
264,000265.jpg,0,0,0,0
265,000266.jpg,0,1,1,0
266,000267.jpg,0,0,0,0
267,000268.jpg,0,0,0,0
268,000269.jpg,0,0,0,0
269,000270.jpg,0,0,0,0
270,000271.jpg,0,0,0,0
271,000272.jpg,0,0,0,0
272,000273.jpg,0,0,0,0
273,000274.jpg,0,0,0,0
274,000275.jpg,1,1,0,0
275,000276.jpg,0,1,0,0
276,000277.jpg,0,0,0,0
277,000278.jpg,0,0,0,0
278,000279.jpg,0,0,0,0
279,000280.jpg,0,0,1,0
280,000281.jpg,0,0,0,0
281,000282.jpg,1,0,0,0
282,000283.jpg,0,0,0,0
283,000284.jpg,0,0,0,0
284,000285.jpg,0,0,0,0
285,000286.jpg,0,0,0,0
286,000287.jpg,0,0,0,0
287,000288.jpg,0,0,0,0
288,000289.jpg,0,0,0,0
289,000290.jpg,0,0,0,0
290,000291.jpg,0,0,0,0
291,000292.jpg,0,0,0,0
292,000293.jpg,0,0,0,0
293,000294.jpg,0,0,0,0
294,000295.jpg,1,0,0,0
295,000296.jpg,0,0,0,0
296,000297.jpg,0,0,0,0
297,000298.jpg,0,0,0,0
298,000299.jpg,0,0,0,0
299,000300.jpg,1,0,0,0
300,000301.jpg,0,0,0,0
301,000302.jpg,0,0,0,0
302,000303.jpg,0,0,0,0
303,000304.jpg,0,0,0,0
304,000305.jpg,0,0,0,0
305,000306.jpg,1,0,0,0
306,000307.jpg,0,0,0,0
307,000308.jpg,0,0,1,1
308,000309.jpg,0,0,0,0
309,000310.jpg,1,1,0,0
310,000311.jpg,0,0,0,0
311,000312.jpg,0,0,0,0
312,000313.jpg,0,0,0,0
313,000314.jpg,0,0,1,1
314,000315.jpg,0,0,0,0
315,000316.jpg,0,0,1,0
316,000317.jpg,0,0,0,0
317,000318.jpg,0,0,0,0
318,000319.jpg,0,0,0,0
319,000320.jpg,0,0,0,0
320,000321.jpg,0,0,0,0
321,000322.jpg,0,0,0,0
322,000323.jpg,0,0,0,0
323,000324.jpg,1,0,0,0
324,000325.jpg,0,0,0,0
325,000326.jpg,0,0,0,0
326,000327.jpg,0,0,0,0
327,000328.jpg,0,0,0,0
328,000329.jpg,0,0,0,0
329,000330.jpg,1,1,0,0
330,000331.jpg,0,0,1,0
331,000332.jpg,0,0,0,0
332,000333.jpg,0,0,1,1
333,000334.jpg,0,0,0,0
334,000335.jpg,1,1,1,1
335,000336.jpg,0,0,0,0
336,000337.jpg,0,0,0,0
337,000338.jpg,0,0,0,0
338,000339.jpg,0,0,0,0
339,000340.jpg,0,0,0,0
340,000341.jpg,0,0,0,0
341,000342.jpg,0,0,0,0
342,000343.jpg,0,0,0,0
343,000344.jpg,0,0,1,0
344,000345.jpg,0,0,0,0
345,000346.jpg,0,0,0,0
346,000347.jpg,0,0,1,0
347,000348.jpg,0,0,1,1
348,000349.jpg,0,0,0,0
349,000350.jpg,0,1,0,0
350,000351.jpg,0,0,0,0
351,000352.jpg,0,0,0,0
352,000353.jpg,0,0,0,0
353,000354.jpg,0,0,0,0
354,000355.jpg,0,0,0,0
355,000356.jpg,0,0,0,0
356,000357.jpg,0,0,0,0
357,000358.jpg,0,0,0,0
358,000359.jpg,0,0,0,0
359,000360.jpg,0,0,0,0
360,000361.jpg,0,0,0,0
361,000362.jpg,0,0,0,0
362,000363.jpg,0,0,0,0
363,000364.jpg,0,0,0,0
364,000365.jpg,0,0,0,0
365,000366.jpg,0,0,1,1
366,000367.jpg,0,0,0,0
367,000368.jpg,0,0,0,0
368,000369.jpg,0,0,0,0
369,000370.jpg,0,0,0,0
370,000371.jpg,0,0,0,0
371,000372.jpg,0,0,0,0
372,000373.jpg,1,1,0,0
373,000374.jpg,0,0,0,0
374,000375.jpg,1,1,0,0
375,000376.jpg,0,0,0,0
376,000377.jpg,0,0,0,0
377,000378.jpg,0,0,0,0
378,000379.jpg,0,0,0,0
379,000380.jpg,0,0,0,0
380,000381.jpg,0,0,0,0
381,000382.jpg,0,0,0,0
382,000383.jpg,1,1,0,0
383,000384.jpg,0,0,0,0
384,000385.jpg,0,0,0,0
385,000386.jpg,0,0,0,0
386,000387.jpg,0,0,0,0
387,000388.jpg,0,0,0,0
388,000389.jpg,1,0,0,0
389,000390.jpg,0,0,0,0
390,000391.jpg,0,0,0,0
391,000392.jpg,0,1,0,0
392,000393.jpg,0,0,0,0
393,000394.jpg,0,0,0,0
394,000395.jpg,0,0,1,0
395,000396.jpg,0,0,0,0
396,000397.jpg,0,0,0,0
397,000398.jpg,0,0,0,0
398,000399.jpg,0,0,0,0
399,000400.jpg,0,0,1,1
400,000401.jpg,0,0,0,0
401,000402.jpg,0,0,0,0
402,000403.jpg,0,0,1,1
403,000404.jpg,0,0,0,0
404,000405.jpg,0,0,0,0
405,000406.jpg,0,0,0,0
406,000407.jpg,0,0,0,0
407,000408.jpg,0,0,1,1
408,000409.jpg,0,0,0,0
409,000410.jpg,0,0,0,0
410,000411.jpg,0,0,0,0
411,000412.jpg,0,0,0,0
412,000413.jpg,0,0,0,0
413,000414.jpg,0,0,0,0
414,000415.jpg,0,0,0,0
415,000416.jpg,0,0,1,1
416,000417.jpg,1,0,0,0
417,000418.jpg,0,0,0,0
418,000419.jpg,0,0,0,0
419,000420.jpg,0,0,0,0
420,000421.jpg,0,0,0,0
421,000422.jpg,0,0,0,0
422,000423.jpg,0,0,0,0
423,000424.jpg,0,0,0,0
424,000425.jpg,0,0,0,0
425,000426.jpg,0,0,0,0
426,000427.jpg,0,0,0,0
427,000428.jpg,0,0,0,0
428,000429.jpg,0,0,0,0
429,000430.jpg,0,0,0,0
430,000431.jpg,0,0,0,0
431,000432.jpg,0,0,0,0
432,000433.jpg,0,0,0,0
433,000434.jpg,0,0,1,0
434,000435.jpg,0,0,0,0
435,000436.jpg,0,0,0,0
436,000437.jpg,0,0,0,0
437,000438.jpg,0,0,0,0
438,000439.jpg,0,0,0,0
439,000440.jpg,0,0,0,0
440,000441.jpg,0,0,0,0
441,000442.jpg,0,0,0,0
442,000443.jpg,0,0,0,0
443,000444.jpg,1,1,0,0
444,000445.jpg,0,0,0,0
445,000446.jpg,0,0,0,0
446,000447.jpg,1,1,1,0
447,000448.jpg,0,0,1,0
448,000449.jpg,0,0,0,0
449,000450.jpg,1,0,0,0
450,000451.jpg,1,1,0,0
451,000452.jpg,1,0,0,0
452,000453.jpg,0,0,0,1
453,000454.jpg,0,0,0,0
454,000455.jpg,0,0,0,0
455,000456.jpg,0,0,1,0
456,000457.jpg,0,0,0,0
457,000458.jpg,0,0,0,0
458,000459.jpg,0,0,0,0
459,000460.jpg,0,0,0,0
460,000461.jpg,0,0,0,0
461,000462.jpg,0,0,0,0
462,000463.jpg,0,0,0,0
463,000464.jpg,0,0,0,0
464,000465.jpg,0,0,1,1
465,000466.jpg,0,0,0,0
466,000467.jpg,0,0,0,0
467,000468.jpg,0,0,0,0
468,000469.jpg,0,0,0,0
469,000470.jpg,0,0,0,0
470,000471.jpg,0,0,0,0
471,000472.jpg,0,0,0,0
472,000473.jpg,0,0,0,0
473,000474.jpg,0,0,0,0
474,000475.jpg,0,0,0,0
475,000476.jpg,0,0,0,0
476,000477.jpg,0,0,0,0
477,000478.jpg,0,0,0,0
478,000479.jpg,0,0,0,0
479,000480.jpg,0,0,0,0
480,000481.jpg,0,0,0,0
481,000482.jpg,1,1,0,0
482,000483.jpg,0,0,0,0
483,000484.jpg,1,1,0,0
484,000485.jpg,0,0,0,0
485,000486.jpg,0,0,0,0
486,000487.jpg,0,0,0,0
487,000488.jpg,0,0,1,0
488,000489.jpg,0,0,0,0
489,000490.jpg,0,0,0,0
490,000491.jpg,0,0,0,0
491,000492.jpg,0,0,0,0
492,000493.jpg,0,0,0,0
493,000494.jpg,0,0,0,0
494,000495.jpg,0,0,0,0
495,000496.jpg,0,0,0,1
496,000497.jpg,0,0,0,0
497,000498.jpg,1,0,0,0
498,000499.jpg,0,0,0,0
499,000500.jpg,1,1,0,0
500,000501.jpg,0,0,1,1
501,000502.jpg,0,0,0,0
502,000503.jpg,0,0,0,0
503,000504.jpg,0,0,0,0
504,000505.jpg,0,0,0,0
505,000506.jpg,0,0,0,0
506,000507.jpg,0,0,0,0
507,000508.jpg,0,0,0,0
508,000509.jpg,1,0,0,0
509,000510.jpg,0,0,0,0
510,000511.jpg,1,1,0,0
511,000512.jpg,0,0,0,0
512,000513.jpg,0,0,0,0
513,000514.jpg,0,0,0,0
514,000515.jpg,0,0,0,0
515,000516.jpg,0,0,0,0
516,000517.jpg,0,0,0,0
517,000518.jpg,0,0,0,0
518,000519.jpg,0,0,0,0
519,000520.jpg,1,1,0,0
520,000521.jpg,0,0,0,0
521,000522.jpg,0,0,0,0
522,000523.jpg,0,0,0,0
523,000524.jpg,0,0,0,0
524,000525.jpg,0,0,0,0
525,000526.jpg,0,0,0,0
526,000527.jpg,0,0,0,0
527,000528.jpg,0,0,0,0
528,000529.jpg,0,0,0,0
529,000530.jpg,0,0,0,0
530,000531.jpg,0,0,0,0
531,000532.jpg,0,0,0,0
532,000533.jpg,0,0,0,0
533,000534.jpg,0,0,0,0
534,000535.jpg,0,0,1,0
535,000536.jpg,0,0,0,0
536,000537.jpg,0,0,0,0
537,000538.jpg,0,0,1,0
538,000539.jpg,0,0,1,0
539,000540.jpg,0,0,0,0
540,000541.jpg,0,0,0,0
541,000542.jpg,0,0,0,0
542,000543.jpg,0,0,0,0
543,000544.jpg,0,0,0,0
544,000545.jpg,0,0,0,0
545,000546.jpg,0,0,1,0
546,000547.jpg,1,0,0,0
547,000548.jpg,0,0,0,0
548,000549.jpg,0,0,0,0
549,000550.jpg,0,0,0,0
550,000551.jpg,0,0,0,0
551,000552.jpg,0,0,0,0
552,000553.jpg,0,0,0,0
553,000554.jpg,0,0,0,0
554,000555.jpg,0,0,0,0
555,000556.jpg,0,0,0,0
556,000557.jpg,1,0,1,0
557,000558.jpg,0,0,0,0
558,000559.jpg,0,0,0,0
559,000560.jpg,0,0,0,0
560,000561.jpg,0,0,0,0
561,000562.jpg,0,0,0,0
562,000563.jpg,0,0,0,0
563,000564.jpg,0,0,1,0
564,000565.jpg,0,0,0,0
565,000566.jpg,0,0,0,0
566,000567.jpg,0,0,0,0
567,000568.jpg,0,0,0,0
568,000569.jpg,1,0,0,0
569,000570.jpg,0,0,0,0
570,000571.jpg,0,0,1,0
571,000572.jpg,0,0,0,0
572,000573.jpg,1,0,0,0
573,000574.jpg,0,0,0,0
574,000575.jpg,1,1,0,0
575,000576.jpg,0,0,0,0
576,000577.jpg,0,0,0,0
577,000578.jpg,0,0,0,0
578,000579.jpg,0,0,0,0
579,000580.jpg,0,0,0,0
580,000581.jpg,1,1,1,1
581,000582.jpg,0,0,0,0
582,000583.jpg,0,0,0,0
583,000584.jpg,0,0,1,0
584,000585.jpg,0,0,0,0
585,000586.jpg,0,0,0,0
586,000587.jpg,0,0,0,0
587,000588.jpg,0,0,0,0
588,000589.jpg,0,0,0,0
589,000590.jpg,0,0,0,0
590,000591.jpg,0,0,0,0
591,000592.jpg,0,0,0,0
592,000593.jpg,0,0,0,0
593,000594.jpg,0,0,0,0
594,000595.jpg,0,0,0,0
595,000596.jpg,1,0,0,0
596,000597.jpg,0,0,0,0
597,000598.jpg,0,0,0,0
598,000599.jpg,0,0,0,0
599,000600.jpg,0,0,0,0
600,000601.jpg,0,0,0,0
601,000602.jpg,0,0,0,0
602,000603.jpg,0,0,1,0
603,000604.jpg,0,0,0,0
604,000605.jpg,0,0,0,0
605,000606.jpg,0,0,0,0
606,000607.jpg,0,0,0,0
607,000608.jpg,1,1,0,0
608,000609.jpg,0,0,0,0
609,000610.jpg,0,0,0,0
610,000611.jpg,0,0,0,0
611,000612.jpg,0,0,0,0
612,000613.jpg,0,0,0,0
613,000614.jpg,0,0,0,0
614,000615.jpg,0,0,0,0
615,000616.jpg,0,0,0,0
616,000617.jpg,0,0,0,0
617,000618.jpg,0,0,0,0
618,000619.jpg,0,1,0,0
619,000620.jpg,0,0,0,0
620,000621.jpg,0,0,0,0
621,000622.jpg,0,0,0,0
622,000623.jpg,0,0,0,0
623,000624.jpg,0,1,0,0
624,000625.jpg,0,0,0,0
625,000626.jpg,0,0,1,0
626,000627.jpg,0,0,1,0
627,000628.jpg,1,1,0,0
628,000629.jpg,0,0,0,0
629,000630.jpg,1,0,0,0
630,000631.jpg,0,0,0,0
631,000632.jpg,0,0,0,0
632,000633.jpg,0,0,0,0
633,000634.jpg,0,0,0,0
634,000635.jpg,0,0,1,1
635,000636.jpg,0,0,0,0
636,000637.jpg,0,0,1,1
637,000638.jpg,0,0,0,0
638,000639.jpg,1,0,0,0
639,000640.jpg,0,0,0,0
640,000641.jpg,0,0,0,0
641,000642.jpg,0,0,0,0
642,000643.jpg,0,0,0,0
643,000644.jpg,0,0,0,0
644,000645.jpg,0,0,0,0
645,000646.jpg,1,1,0,0
646,000647.jpg,0,0,0,0
647,000648.jpg,0,0,0,0
648,000649.jpg,0,0,1,0
649,000650.jpg,0,0,0,0
650,000651.jpg,0,0,0,0
651,000652.jpg,0,0,0,0
652,000653.jpg,0,0,0,0
653,000654.jpg,0,0,0,0
654,000655.jpg,0,0,0,0
655,000656.jpg,0,0,0,0
656,000657.jpg,0,0,1,1
657,000658.jpg,0,0,1,0
658,000659.jpg,1,0,0,0
659,000660.jpg,0,0,0,0
660,000661.jpg,0,0,0,0
661,000662.jpg,0,0,0,0
662,000663.jpg,0,0,0,0
663,000664.jpg,0,0,0,0
664,000665.jpg,0,0,0,0
665,000666.jpg,0,0,0,0
666,000667.jpg,0,0,0,0
667,000668.jpg,0,0,0,0
668,000669.jpg,0,0,0,0
669,000670.jpg,0,0,0,0
670,000671.jpg,0,0,1,0
671,000672.jpg,0,0,1,1
672,000673.jpg,1,1,0,0
673,000674.jpg,0,0,0,0
674,000675.jpg,1,1,1,0
675,000676.jpg,1,1,0,0
676,000677.jpg,0,0,0,0
677,000678.jpg,0,0,0,0
678,000679.jpg,0,0,1,0
679,000680.jpg,0,0,0,0
680,000681.jpg,0,0,0,0
681,000682.jpg,0,0,0,0
682,000683.jpg,1,1,1,0
683,000684.jpg,0,0,0,0
684,000685.jpg,0,0,0,0
685,000686.jpg,0,0,0,0
686,000687.jpg,1,1,0,0
687,000688.jpg,0,0,0,0
688,000689.jpg,0,0,0,0
689,000690.jpg,0,0,0,0
690,000691.jpg,0,0,0,0
691,000692.jpg,0,0,0,0
692,000693.jpg,0,0,0,0
693,000694.jpg,0,0,0,0
694,000695.jpg,0,0,0,0
695,000696.jpg,0,0,0,0
696,000697.jpg,0,0,0,0
697,000698.jpg,0,0,0,0
698,000699.jpg,0,0,0,0
699,000700.jpg,0,0,0,0
700,000701.jpg,0,0,0,0
701,000702.jpg,0,0,0,0
702,000703.jpg,0,0,0,0
703,000704.jpg,0,0,0,0
704,000705.jpg,1,1,0,0
705,000706.jpg,0,0,0,0
706,000707.jpg,0,0,0,0
707,000708.jpg,0,0,0,0
708,000709.jpg,0,0,0,0
709,000710.jpg,0,1,0,0
710,000711.jpg,0,0,0,0
711,000712.jpg,0,0,0,0
712,000713.jpg,0,0,0,0
713,000714.jpg,0,0,0,0
714,000715.jpg,0,0,0,0
715,000716.jpg,0,0,0,0
716,000717.jpg,0,0,0,0
717,000718.jpg,0,0,0,0
718,000719.jpg,0,0,1,0
719,000720.jpg,1,1,0,0
720,000721.jpg,0,0,0,0
721,000722.jpg,0,0,0,0
722,000723.jpg,0,0,0,0
723,000724.jpg,0,0,0,0
724,000725.jpg,0,0,0,0
725,000726.jpg,0,1,0,0
726,000727.jpg,0,0,0,0
727,000728.jpg,0,0,0,0
728,000729.jpg,0,0,1,0
729,000730.jpg,0,0,0,0
730,000731.jpg,0,0,1,1
731,000732.jpg,0,0,0,0
732,000733.jpg,0,0,0,0
733,000734.jpg,0,0,0,0
734,000735.jpg,0,0,0,0
735,000736.jpg,0,0,0,0
736,000737.jpg,0,0,0,0
737,000738.jpg,0,0,0,0
738,000739.jpg,0,0,0,0
739,000740.jpg,0,0,0,0
740,000741.jpg,0,0,0,0
741,000742.jpg,0,0,0,0
742,000743.jpg,0,0,0,0
743,000744.jpg,0,0,0,0
744,000745.jpg,0,0,0,0
745,000746.jpg,0,0,0,0
746,000747.jpg,0,0,0,0
747,000748.jpg,0,0,0,0
748,000749.jpg,0,0,1,1
749,000750.jpg,0,0,0,0
750,000751.jpg,0,0,0,0
751,000752.jpg,0,0,1,1
752,000753.jpg,0,0,0,0
753,000754.jpg,0,0,0,0
754,000755.jpg,0,0,0,0
755,000756.jpg,0,0,0,0
756,000757.jpg,0,0,0,0
757,000758.jpg,0,0,0,0
758,000759.jpg,0,0,0,0
759,000760.jpg,1,1,0,0
760,000761.jpg,0,0,0,0
761,000762.jpg,0,0,0,0
762,000763.jpg,0,0,0,0
763,000764.jpg,0,0,0,0
764,000765.jpg,0,0,0,0
765,000766.jpg,0,0,0,0
766,000767.jpg,0,0,0,0
767,000768.jpg,0,0,0,0
768,000769.jpg,0,0,0,0
769,000770.jpg,0,0,1,1
770,000771.jpg,0,0,0,0
771,000772.jpg,0,0,0,0
772,000773.jpg,0,0,0,0
773,000774.jpg,0,0,0,0
774,000775.jpg,0,0,0,0
775,000776.jpg,0,0,0,0
776,000777.jpg,0,0,0,0
777,000778.jpg,1,1,1,1
778,000779.jpg,0,0,0,0
779,000780.jpg,0,0,0,0
780,000781.jpg,0,0,0,0
781,000782.jpg,1,0,0,0
782,000783.jpg,0,0,0,0
783,000784.jpg,0,0,0,0
784,000785.jpg,0,0,0,0
785,000786.jpg,0,0,0,0
786,000787.jpg,0,0,0,0
787,000788.jpg,1,1,0,0
788,000789.jpg,0,0,0,0
789,000790.jpg,0,0,0,0
790,000791.jpg,0,0,0,0
791,000792.jpg,0,0,0,0
792,000793.jpg,0,0,0,0
793,000794.jpg,0,0,0,0
794,000795.jpg,0,0,0,0
795,000796.jpg,0,0,0,0
796,000797.jpg,0,0,0,0
797,000798.jpg,1,1,0,0
798,000799.jpg,0,0,0,0
799,000800.jpg,0,0,0,0
800,000801.jpg,0,0,0,0
801,000802.jpg,0,0,0,0
802,000803.jpg,0,0,0,0
803,000804.jpg,0,0,0,0
804,000805.jpg,0,0,0,0
805,000806.jpg,0,0,0,0
806,000807.jpg,0,0,1,0
807,000808.jpg,0,0,0,0
808,000809.jpg,0,0,0,0
809,000810.jpg,0,0,0,0
810,000811.jpg,0,0,0,0
811,000812.jpg,0,0,0,0
812,000813.jpg,0,0,0,0
813,000814.jpg,0,0,0,0
814,000815.jpg,1,1,0,0
815,000816.jpg,0,0,0,0
816,000817.jpg,0,0,0,0
817,000818.jpg,0,0,0,0
818,000819.jpg,0,0,0,0
